,Ticker,Date,headline
44,MSFT,2025-02-17,"AI Adoption To Boost Chinese Stocks By Up To $200 Billion, Predicts Goldman Sachs: EPS To Rise By 2.5% Annually Over Next 10 Years | Billionaire Ray Dalio's Bridgewater Trims Holdings In 6 Of 'Magnificent 7' Stocks Amid Valuation Concerns, Adds This Automotive Stock After 3 Years | Microsoft's Opposition To Bitcoin Investments Aligns With The Stance Of The Company's Largest Shareholder, Vanguard: Here's More | Microsoft Commits $700 Million To Boost Poland's Cybersecurity Infrastructure As Part Of The 2023 Polish Data Center Project | Market Analysis: Microsoft And Competitors In Software Industry"
45,MSFT,2025-02-18,"After Google Stands Firm On 'Gulf of America' Label, Mexico Says It's Waiting For A New Response Or 'Will Proceed To Court' | Billionaire Investor Stanley Druckenmiller Dumps Broadcom, Bets Big On Tesla, Amazon And Other Big Tech Stocks In Q4 | GOP Megadonor Ken Griffin's Citadel Scores 77% Return On Palantir Despite Trimming Stake, Doubles Down On These 4 'Mag 7' Stocks | Sam Altman's OpenAI Reportedly Considers Special Voting Rights To Thwart Elon Musk's Acquisition Attempt And Defend Future Unsolicited Bids | Bill Gates Hopes Elon Musk Will Rethink Slashing USAID: Their Work Is Something 'Every Taxpayer Would Be Proud Of' | Evaluating Microsoft Against Peers In Software Industry | AMD Closing Competitive GPU Gap With Nvidia, Gains Market Share From Intel In Client And Server Markets: Analyst | Nasdaq-100 Hits Record High, Meta's Rally Powers Tech Surge | Marjorie Taylor Greene Discloses New Stock Trades: Is Palantir Purchase Conflict Of Interest For Committee Assignments?"
46,MSFT,2025-02-19,"Vivek Ramaswamy Foresees Bitcoin As A 'More Common' Corporate Treasury Holding As Era Of Easy Money Ends | Trump Announces 25% Tariff On Auto Imports, Chips And Pharmaceuticals, Shaking Global Trade: Nvidia, Apple, TSMC And Others In Focus | 5 Top Tech Stocks Hedge Funds Have Been Bullish On In Q4 (Hint: It's Not Nvidia) | 'DeepSeek Weighs Raising Outside Money For First Time' - The Information | Market Analysis: Microsoft And Competitors In Software Industry | 'Muse Is Xbox's Generative AI Model For Gameplay Ideation; In Partnership With Xbox Games Studios' Ninja Theory, Microsoft Research Developed A Generative Ai Model For Gameplay Named Muse' - VentureBeat | 'Microsoft Announces Quantum Computing Breakthrough With New Majorana 1 Chip; Microsoft Has Spent 17 Years Researching A New Material And Architecture For Quantum Computing' - The Verge | Watching Shares Of Quantum Computing Stocks; Shares Move Higher After The Verge Reported 'Microsoft Announces Quantum Computing Breakthrough With New Majorana 1 Chip' | Vivek Ramaswamy Foresees Bitcoin As A 'More Common' Corporate Treasury Holding As Era Of Easy Money Ends | Trump Announces 25% Tariff On Auto Imports, Chips And Pharmaceuticals, Shaking Global Trade: Nvidia, Apple, TSMC And Others In Focus | 5 Top Tech Stocks Hedge Funds Have Been Bullish On In Q4 (Hint: It's Not Nvidia) | 'DeepSeek Weighs Raising Outside Money For First Time' - The Information | Market Analysis: Microsoft And Competitors In Software Industry | 'Muse Is Xbox's Generative AI Model For Gameplay Ideation; In Partnership With Xbox Games Studios' Ninja Theory, Microsoft Research Developed A Generative Ai Model For Gameplay Named Muse' - VentureBeat | 'Microsoft Announces Quantum Computing Breakthrough With New Majorana 1 Chip; Microsoft Has Spent 17 Years Researching A New Material And Architecture For Quantum Computing' - The Verge | Watching Shares Of Quantum Computing Stocks; Shares Move Higher After The Verge Reported 'Microsoft Announces Quantum Computing Breakthrough With New Majorana 1 Chip' | Microsoft Joins Quantum Computing Battle with Majorana 1, Challenging Google, Nvidia's Advances"
47,MSFT,2025-02-20,"Top Analyst Predicts Apple Will Hit $4 Trillion First Followed By Nvidia — Says AI Demand Is 'Exploding' Despite Tariffs And DeepSeek Fears: 'The Bears Can't See AI In The Spreadsheets...' | Microsoft CEO Satya Nadella Warns Of Dot-com-Like AI Bubble, Pushes For Measuring AI Impact With GDP Growth: 'Self-Claiming AGI Milestone Is Just Nonsensical Benchmark Hacking' | 'Pharma Bro' Martin Shkreli Slams Microsoft's Quantum 'Breakthrough,' Predicts IONQ And RGTI Will Plummet As Tech Falls Behind | Meta Remains Tiger Global's Top Holding as Fund Makes Aggressive Tech Bets | Quantum Computing Stocks RGTI, QUBT, IONQ, QBTS Cheer Microsoft's 'Majorana 1' Launch: Satya Nadella Calls It A 'Physics And Fabrication Breakthrough' | Top 10 Trending Stocks On WallStreetBets As Of February 20, 2025 (Via Swaggy Stocks) | Performance Comparison: Microsoft And Competitors In Software Industry | 'Salesforce In Talks With Microsoft, Oracle And Google About Cloud Deal To Handle AI' - The Information | Microsoft's Quantum Leap: Will Majorana 1 Lift MSFT Stock? | Salesforce CEO Benioff: 'The story in @TheInformation
 is incorrect. In 2024, Salesforce explored a fourth deployment option for our customers, alongside our existing choices: our proprietary data centers, AWS, and Alibaba. Last year, we decided to extend our partnership with Google, giving customers the option to deploy Salesforce's customers 360 apps, Hyperforce, Agentforce, and Data Cloud on Google's platform in future Salesforce releases.' | ""Microsoft Prepares For OpenAI's GPT-5 Model; GPT-4.5 Could Arrive As Soon As Next Week, As Microsoft Gets Ready To Host OpenAI's Latest Models"" - The Verge | U.S. FTC Says It Launches Inquiry On Tech Censorship"
48,MSFT,2025-02-21,"What To Expect From Zoom Q4 Earnings? | Top Holders Of Quantum Computing Stocks In Q4: BlackRock, Vanguard, UBS, State Street Pour Money In Rigetti, D-Wave, IonQ, QUBT | Institutional Investors Load Up On Technology And Financial Stocks In Q4 While Reducing Positions In Healthcare Sector Amid Political Uncertainty | Taiwan Semiconductor Too Big For The Index, Regulator Considers Lifting Weight Cap | SPY: How High or Low Could It Potentially Go Today? | Investigating Microsoft's Standing In Software Industry Compared To Competitors | Microsoft's Quantum Leap Hits A Technical Snag: Death Cross Looms Large | OpenAI Expands Operator AI Agent To Multiple Countries"
49,MSFT,2025-02-23,"Consumer Tech News (Feb 17-Feb 21): Mexico Warns Alphabet Over Naming of the ""Gulf of Mexico"" On Maps, Apple Launches iPhone 16E & More"
50,MSFT,2025-02-24,"Nvidia Set For 'Clear Beat And Raise Special' As AI Demand Surges, Says Dan Ives | Google, Microsoft, And Meta Linked To $5.4 Billion In Health Costs As AI Data Centers Fuel Pollution Crisis In The US: Report | Microsoft Pulls Plug On AI Data Center Leases, Says Analyst: Oversupply Situation Likely | Apple Commits $500 Billion In US Investment For AI Push, Boost US Manufacturing Tech | Microsoft To Jefferies Says 'Strongly Refute' Any Change To Data Center Strategy | Competitor Analysis: Evaluating Microsoft And Competitors In Software Industry | Microsoft Cancels Some Data Center Leases, Raises Questions on AI Expansion Strategy | US Lawmakers Demand EU Clarify Big Tech Regulations That 'May Target American Companies' | 'Microsoft Quietly Launches Free, Ad-Supported Version Of Office Apps For Windows With Limited Functionality' - Windows Central | Palantir Extends Losses, Microsoft Slides: What's Driving Markets Monday? | ""AI Startup Anthropic Finalizing $3.5B Funding Round; Company behind Claude chatbot is valued at $61.5 billion after overcoming investor fears sparked by the success of China's DeepSeek"" - WSJ | EXCLUSIVE: 3 ETFs Positioned For Microsoft's Quantum Breakthrough"
51,MSFT,2025-02-25,"Microsoft Data Center Lease Cancellation Spurred AI Spending Cut Fears 'More Smoke Than Fire,' Says Top Analyst — Redmond Reaffirms $80 Billion Investment Plan | Exploring The Competitive Space: Microsoft Versus Industry Peers In Software | 10 Information Technology Stocks With Whale Alerts In Today's Session | Smart Money Is Betting Big In MSFT Options | Microsoft Trades At Discount To Oracle Despite Strong Cloud Position: Analyst"
52,MSFT,2025-02-26,"Meta Gears Up For AI Dominance With $200 Billion Data Center Project: Report | Billionaire Ray Dalio Says AI Risks 'Totalitarian Control Or Anarchy' As It Could Reshape World In Next 5 Years: Here Are AI-Linked ETFs For Investors To Consider | Amazon's $25 Billion Robotics Push Targets Cost Savings, AI Growth And Temu Competition: Report | Meta Gears Up For AI Dominance With $200 Billion Data Center Project: Report | Billionaire Ray Dalio Says AI Risks 'Totalitarian Control Or Anarchy' As It Could Reshape World In Next 5 Years: Here Are AI-Linked ETFs For Investors To Consider | Amazon's $25 Billion Robotics Push Targets Cost Savings, AI Growth And Temu Competition: Report | 'BNY, America's Oldest Bank, Signs Multiyear Deal With OpenAI; The Bank Wants To Combine Its Internal AI Platform With Cutting-Edge Tech From OpenAI' - WSJ | Snowflake Securely Integrates Microsoft Azure OpenAI Service To Provide Access To The Latest OpenAI Models | $100 Invested In Microsoft 15 Years Ago Would Be Worth This Much Today | Snowflake Beats Q4 Estimates, Expands Microsoft Partnership To Include OpenAI Models"
53,MSFT,2025-02-27,"Snowflake Expands Microsoft, OpenAI Partnership: Will Include Other Prominent Models Like Anthropic's Claude, Meta's Llama, And DeepSeek | Wall Street Journal Reported Microsoft Urges Trump Administration To Lift AI Chip Export Limits for Allies, Calls For Simplified Control Rules | Nvidia Dominance Continues As AI Demand Grows: Can Arista, Cisco Keep Up? | February Fever: Retail Investors 'Buy-The-Dip' As Hedge Funds Rebuild Magnificent Seven Bets | Performance Comparison: Microsoft And Competitors In Software Industry | AI Investment Surges As Investors Prioritize Efficiency And Early Market Entry, Says INSART CEO | 10 Information Technology Stocks Whale Activity In Today's Session | Snowflake Shares Rise After Company Beats Q4 Estimates, Expands Microsoft Partnership | Amazon Unveils Ocelot Quantum Chip After Microsoft, Aims to Slash Error Correction Costs by 90% | Microsoft Introduces GPT-4.5 In Preview On Azure OpenAI Service"
54,MSFT,2025-02-28,"Google Implements Layoffs In HR And Cloud Divisions As AI Investment Accelerates: Report | Sam Altman Calls It 'Magic' As OpenAI Rolls Out GPT-4.5: 'Feels Like Talking To A Thoughtful Person To Me' | SoundHound AI Says Polaris Speech Recognition Model Outperforms Google, OpenAI: Company Forays Into Energy Sector With 7-Figure Deal | 'This Is As Good As It Gets For Nvidia:' Analyst Says Jensen Huang-Led Chipmaker's Explosive Growth May Have Peaked As NVDA Stock Falls 13% This Year | Activist Investor ValueAct, Once Linked To Steve Ballmer's Microsoft Exit, Bought Meta, Visa, Sold Spotify In Q3: A Smart Bet? | Microsoft Urges Trump To Avoid This Critical Mistake In Global AI Race, Cautions It Will 'Give China A Strategic Advantage' | Microsoft Regarding UK's Probe Into Cloud Computing Market Says CMA Fundamentally Misjudges AI Technology Driving Competitive Dynamic In Cloud Computing | TikTok Invests $8.8 Billion in Thailand Data Centers, Bypassing US-China Tech Tensions | IonQ CEO Fires Back At Nvidia's Jensen Huang: 'We Remain The 800 Pound Guerrilla' | Microsoft To Shut Down Skype In May -XDA Report | Tesla: The Only Magnificent Seven Stock In Freefall - Can It Reverse Course? | Performance Comparison: Microsoft And Competitors In Software Industry | Nvidia-Backed CoreWeave Eyes $4 Billion IPO: Is This AI's Next Big Test? | Bitcoin, Magnificent 7 Lose Safe-Haven Status In 2025 As China ETFs, Dow Stocks Outperform"
55,MSFT,2025-03-01,"This Bill Gates 'Mistake' Cost Microsoft A $400 Billion Opportunity, According To Android Co-Founder: 'Sorry, Bill'"
56,MSFT,2025-03-02,"$21 Trillion Wealth-Creating Stocks Are Still Undervalued — Three Big Bargains To Buy Now | Goodbye, Skype: Microsoft Teams Takes Over, Offering Free Calls and More"
57,MSFT,2025-03-03,"China's DeepSeek Reports 545% Theoretical Daily Profit Margin, Even Though ChatGPT-Maker OpenAI Is Yet To Turn A Profit | Elon Musk Calls SoftBank's Masayoshi Son 'Overleveraged' As $16 Billion AI Loan Fuels Debate About Viability Of OpenAI's Stargate Project | Billionaire Investor Howard Marks Warns Against AI's 'Powerful' Novelty And FOMO As Nvidia, Other AI-Linked Stocks Tumble In 2025: Says This Enthusiasm 'Sometimes Leads To Bubbles' | Musk Criticizes US Debt, Economic Policies: 'A Poorly Managed Business' | Assessing Microsoft's Performance Against Competitors In Software Industry | Microsoft Unveils Dragon Copilot, AI Assistant Merging Dragon Medical One And DAX To Enhance Clinical Workflows, Boost Efficiency, Patient Experience, And Financial Impact; Part Of Microsoft Cloud For Healthcare | Kyndryl Announces Collaboration With Microsoft To Enable AI-powered Healthcare | Tevogen Bio To Receive $8M Of Non-Dilutive Grant Funding, Reiterates Efficient Operations Following Review Of Its Progress, Particularly In Tevogen.AI. | Microsoft Unveils AI-Powered Dragon Copilot To Ease Clinician Workloads | Intel Gains Traction With 18A Process As Nvidia, Broadcom Consider Manufacturing Contracts"
58,MSFT,2025-03-04,"Nvidia-Backed CoreWeave Files For IPO Amid Explosive AI Growth, Revenue Surges 737% To $1.9 Billion | 74% Of DeepSeek's Output Mimics OpenAI's ChatGPT, New Study Reveals: 'It Does Raise Questions About Its Development' | From 'Mag7 To Meh7:' No Tech Giant Ranks Among S&P 500's Top 50 Performers In 2025, Experts Say 'Struggle… Is Justified' | Microsoft Adds Paragon Partition Manager Driver To Blocklist As Ransomware Hackers Exploit Windows-Signed Driver For Attacks | Taiwan Semiconductor, Intel Navigate Shift As Trump Looks To Slash Chips Act Workforce By 40% | Accenture M&A: Acquires AI Firm Halfspace, Altus Consulting In UK To Expand Advanced AI Solutions in Europe | Nvidia-Backed CoreWeave Files For IPO Amid Explosive AI Growth, Revenue Surges 737% To $1.9 Billion | 74% Of DeepSeek's Output Mimics OpenAI's ChatGPT, New Study Reveals: 'It Does Raise Questions About Its Development' | From 'Mag7 To Meh7:' No Tech Giant Ranks Among S&P 500's Top 50 Performers In 2025, Experts Say 'Struggle… Is Justified' | Microsoft Adds Paragon Partition Manager Driver To Blocklist As Ransomware Hackers Exploit Windows-Signed Driver For Attacks | Taiwan Semiconductor, Intel Navigate Shift As Trump Looks To Slash Chips Act Workforce By 40% | Accenture M&A: Acquires AI Firm Halfspace, Altus Consulting In UK To Expand Advanced AI Solutions in Europe | CoreWeave's IPO: 3 Major Red Flags Investors Can't Ignore | Insights Into Microsoft's Performance Versus Peers In Software Sector | Dan Loeb's Third Point Slashes Microsoft Stake, Analysts Blame 'Disappointing' Azure | Investors Shouldn't 'Run To The Hills' Over Tariffs: Dan Ives Points To 8 AI  Stocks 'To Own' | Microsoft CFO Amy Hood Says AI Infrastructure Supply Will Be In ""Good Balance"" With Demand By End Of Current Fiscal Year | Amazon To Launch AI Reasoning Model In June, Reinforcing AWS's AI Dominance | 10 Information Technology Stocks Whale Activity In Today's Session"
59,MSFT,2025-03-05,"Big Tech Slide An Opportunity To Buy Amid Selloff? Analyst Highlights Bigger Fundamental Concerns Amid The Possibility Of Technical Bounce Back | Investigating Microsoft's Standing In Software Industry Compared To Competitors | 'OpenAI Plots Charging $20,000 A Month For PhD-Level Agents' - The Information | Analysts Highlight Credo Hyperscaler Partnerships With Amazon, Microsoft, xAI Amid AI Boom"
60,MSFT,2025-03-06,"Microsoft Dodges UK Competition Crackdown Over OpenAI Deal, Watchdog Director Says Partnership Doesn't Get 'A Clean Bill Of Health' | Bitcoin, Ethereum Rise But A Spot ETF Filing Has Sent This L1 Token Flying 13% | Microsoft May Have Given Bitcoin Investments A Miss But A Large MSFT Stock Holder Is A Strong Crypto, Blockchain Advocate | BioNexus Stock Pops As It Embraces Ethereum-Focused Treasury Strategy, Says It Is First On Nasdaq To Do So | US Indicts 12 Chinese Nationals Over Alleged Global Hacking Operation Targeting Critics: '...Been Paying Hackers-For-Hire To Inflict Digital Harm On Americans' | Melinda French Gates Reveals An IBM Manager Inspired Her To Join Bill Gates Co-Founded 'Little Company' Microsoft | ChatGPT Parent OpenAI's Specialized AI Agents Could Cost Up To $20 Thousand Per Month: report | How To Trade SPY When Market Reacts To Key Catalysts | Apple's Foldable AI iPhone Could Cost Over $2,000, 20 Million Units Shipped By 2027: Analyst | In-Depth Analysis: Microsoft Versus Competitors In Software Industry | Microsoft Says To Invest Additional 5.4 Billion Rand In South Africa AI Infrastructure | SPY ETF Has Ruled For Decades, But Is It Still The Best Bet? | Bloomberg: 'OpenAI, Oracle Eye Nvidia Chips Worth Billions for Stargate Site'"
61,MSFT,2025-03-07,"Nvidia, Meta And Amazon-Backed Scale AI Reportedly Faces US Labor Probe Over Fair Pay Practices | Jim Cramer Says Market Isn't 'Oversold Enough' For A Powerful Bounce Back Led By Broadcom's Strong Earnings | Microsoft Pours $297 Million Into AI And Cloud Expansion In South Africa | ""Microsoft's AI Guru Wants Independence From OpenAI. That's Easier Said Than Done"" - The Information | Market Analysis: Microsoft And Competitors In Software Industry | 'U.S. Likely To Ban Chinese App DeepSeek From Government Devices' - Wall Street Journal | Stifel Maintains Buy on Microsoft, Lowers Price Target to $475 | 10 Information Technology Stocks Whale Activity In Today's Session | 15 Analysts Assess Microsoft: What You Need To Know"
62,MSFT,2025-03-08,"Google's Monopoly Fight Just Got More Intense: Justice Department Reaffirms Plan To Split Up The Tech Giant In Historic Antitrust Battle | Amazon Execs Question Microsoft's Quantum Computing Breakthrough, Says It's Necessary To 'Push Back' Against Satya Nadella's Comments: Report | Benzinga Bulls And Bears: Broadcom, ChargePoint, BigBear.ai — And Tariff Whiplash Confounds Markets"
63,MSFT,2025-03-10,"Mark Zuckerberg's Meta Platforms A Lucrative Bet As 'Investors Favor Less Leveraged Tech Stocks,' Says Expert Amid Mag7's 2025 Underperformance | Alphabet's Legal Headache Isn't Going Away - And Apple Could Be The Wild Card, Says Analyst | Investigating Microsoft's Standing In Software Industry Compared To Competitors | 'OpenAI Signs 5-Year Cloud Computing Contract Worth $11.9BWith Coreweave, Sources Say' | What's Going On With Microsoft Shares Monday? | Magnificent 7 Sheds Over $750 Billion In Market Cap In One Day: Is Big Tech's Honeymoon Over? (CORRECTED)"
64,MSFT,2025-03-11,"Tesla's 101x Valuation Raises Alarm As Gordon Johnson Warns Of Sales Slump, Dan Ives Sees AI Upside Despite Elon Musk's DOGE Distractions | OpenAI Secures Near-$12 Billion CoreWeave Deal, Taking Stake In Cloud Firm Ahead Of $35 Billion IPO To Reportedly Reduce Microsoft Dependence | Tesla's 101x Valuation Raises Alarm As Gordon Johnson Warns Of Sales Slump, Dan Ives Sees AI Upside Despite Elon Musk's DOGE Distractions | OpenAI Secures Near-$12 Billion CoreWeave Deal, Taking Stake In Cloud Firm Ahead Of $35 Billion IPO To Reportedly Reduce Microsoft Dependence | China Is 'Very Sneaky,' Will Source Nvidia Chips From 3rd Parties, Says Expert Amid Blackwell Chipmaker's 22% YTD Decline | Traders Await Pivotal February Inflation Data As Stagflation Fears Weigh On Wall Street: What To Expect | Assessing Microsoft's Performance Against Competitors In Software Industry | 'Google, Anthropic Discuss AI Data Security Deals With Snowflake, Databricks; Snowflake Is In Talks With Google About Making Its Gemini Models Available Securely For Customers To Build AI Applications; Snowflake Expects Deals For OpenAI And Anthropic Models To Boost Revenue' - The Information | $1000 Invested In Microsoft 15 Years Ago Would Be Worth This Much Today"
65,MSFT,2025-03-12,"Ronald Reagan Warned That Tariffs Destroy Prosperity — Trump Is Doubling Them Anyway, And Now US Tech Giants Like Apple And Nvidia Are Bracing For Impact | Microsoft Weighs Natural Gas With Carbon Capture For AI Data Centers, But Cost Is Key | AMD Gears Up For Breakout Year In Artificial Intelligence GPUs Business: Analyst | Warren Buffett Rakes In $607 Million While Elon Musk, Jeff Bezos, And Other Top Moneybags Bleed $67 Billion In A Day Amid Market Wipeout | Palantir CEO Becomes Top-Earning Tech Boss As AI Stock Soars 216%: Report | Microsoft Options Trading: A Deep Dive into Market Sentiment | Performance Comparison: Microsoft And Competitors In Software Industry | Magnificent 7 Stocks Add $250 Billion In Value After Benign Inflation As Traders Rush To Buy Dips | Trump's FTC Moves Ahead With Broad Microsoft Antitrust Probe"
66,MSFT,2025-03-13,"Sam Altman Warns AI Will Be Deflationary, But Says OpenAI's Biggest Constraint Isn't Data Or Demand, It's GPUs | DA Davidson Upgrades Microsoft to Buy, Raises Price Target to $450 | Sam Altman's OpenAI Urges Trump Administration For Rapid AI Advancement And Reduced Regulation | Smart ETF Picks For A Cooling Inflation Era | NVIDIA And Microsoft Partner To Bring Neutral Shading Support To Microsoft DirectX, Giving Developers Access To AI Tensor Cores In NVIDIA GeForce RTX GPUs | Microsoft To Rally More Than 17%? Here Are 10 Top Analyst Forecasts For Thursday | NVIDIA & Microsoft Unlock RTX Neural Shaders For Next-Gen Graphics: Details | Evaluating Microsoft Against Peers In Software Industry | Live On CNBC, Kevin Simpson Announces Bought More Microsoft | 10 Information Technology Stocks With Whale Alerts In Today's Session | Nvidia Stock Reached All-Time Highs After Jensen Huang's CES Keynote — Will Next Week's GTC Spark Another Surge?"
67,MSFT,2025-03-14,"SoftBank To Build $676 Million AI Data Center In Japan, Linked To OpenAI Partnership | Exploring The Competitive Space: Microsoft Versus Industry Peers In Software | Unpacking the Latest Options Trading Trends in Microsoft | Deal Dispatch: Trump M&A Boom Is A Bust, Purple Mattress Considers Sale, Celtics Auction Heats Up"
68,MSFT,2025-03-15,Apple Scrambles To Fix Siri's AI Failures After Public Misstep—Top Executive Admits Marketing It Too Soon Made Things Worse
69,MSFT,2025-03-16,"Consumer Tech News (Mar 10-Mar 14): Manus AI Creating Hype, Tesla Eyes Affordable Version Model Y In China & More | Consumer Tech News (Mar 10-Mar 14): Manus AI Creating Hype, Tesla Eyes Affordable Version Model Y In China & More"
